U00096.3	11	98	pORF+	.	+	2	2	87	0.0229885
U00096.3	15	48	pORF+	.	+	0	0	33	0.0000000
U00096.3	29	98	pORF+	.	+	2	2	69	0.0289855
U00096.3	35	98	pORF+	.	+	2	2	63	0.0317460
U00096.3	37	76	pORF+	.	+	0	0	39	0.0000000
U00096.3	39	48	pORF+	.	+	0	0	9	0.0000000
U00096.3	55	76	pORF+	.	+	0	0	21	0.0000000
U00096.3	59	98	pORF+	.	+	2	2	39	0.0512821
U00096.3	72	114	pORF+	.	+	2	2	42	0.0476190
U00096.3	77	98	pORF+	.	+	2	2	21	0.0952381
U00096.3	85	94	pORF+	.	+	2	2	9	0.2222222
U00096.3	90	114	pORF+	.	+	1	1	24	0.0416667
U00096.3	110	119	pORF+	.	+	0	0	9	0.0000000
U00096.3	287	323	pORF+	.	+	1	1	36	0.0277778
U00096.3	293	323	pORF+	.	+	1	1	30	0.0333333
U00096.3	5050	5080	pORF+	.	+	1	1	30	0.0333333
U00096.3	5058	5142	pORF+	.	+	14	10	84	0.1190476
U00096.3	5076	5142	pORF+	.	+	14	10	66	0.1515152
U00096.3	5097	5142	pORF+	.	+	14	10	45	0.2222222
U00096.3	5128	5137	pORF+	.	+	2	1	9	0.1111111
U00096.3	5151	5187	pORF+	.	+	0	0	36	0.0000000
U00096.3	5530	5548	pORF+	.	+	0	0	18	0.0000000
U00096.3	5537	5570	pORF+	.	+	0	0	33	0.0000000
U00096.3	5566	5605	pORF+	.	+	0	0	39	0.0000000
U00096.3	5569	5605	pORF+	.	+	0	0	36	0.0000000
U00096.3	5617	5674	pORF+	.	+	0	0	57	0.0000000
U00096.3	5623	5674	pORF+	.	+	0	0	51	0.0000000
U00096.3	5627	5639	pORF+	.	+	0	0	12	0.0000000
U00096.3	5674	5686	pORF+	.	+	0	0	12	0.0000000
U00096.3	5719	5749	pORF+	.	+	0	0	30	0.0000000
U00096.3	5722	5749	pORF+	.	+	0	0	27	0.0000000
U00096.3	5777	5804	pORF+	.	+	0	0	27	0.0000000
U00096.3	5782	5842	pORF+	.	+	0	0	60	0.0000000
U00096.3	5803	5842	pORF+	.	+	0	0	39	0.0000000
U00096.3	5825	5837	pORF+	.	+	0	0	12	0.0000000
U00096.3	5890	6028	pORF+	.	+	2	1	138	0.0072464
U00096.3	5942	5957	pORF+	.	+	0	0	15	0.0000000
U00096.3	5973	6093	pORF+	.	+	2	1	120	0.0083333
U00096.3	5975	6008	pORF+	.	+	2	1	33	0.0303030
U00096.3	5978	6008	pORF+	.	+	2	1	30	0.0333333
U00096.3	5998	6028	pORF+	.	+	0	0	30	0.0000000
U00096.3	6001	6028	pORF+	.	+	0	0	27	0.0000000
U00096.3	6004	6028	pORF+	.	+	0	0	24	0.0000000
U00096.3	6007	6028	pORF+	.	+	0	0	21	0.0000000
U00096.3	6024	6093	pORF+	.	+	0	0	69	0.0000000
U00096.3	6084	6093	pORF+	.	+	0	0	9	0.0000000
U00096.3	6169	6199	pORF+	.	+	0	0	30	0.0000000
U00096.3	6244	6268	pORF+	.	+	0	0	24	0.0000000
U00096.3	6251	6284	pORF+	.	+	0	0	33	0.0000000
U00096.3	6255	6378	pORF+	.	+	0	0	123	0.0000000
U00096.3	6264	6378	pORF+	.	+	0	0	114	0.0000000
U00096.3	6280	6397	pORF+	.	+	0	0	117	0.0000000
U00096.3	6295	6397	pORF+	.	+	0	0	102	0.0000000
U00096.3	6301	6397	pORF+	.	+	0	0	96	0.0000000
U00096.3	6304	6397	pORF+	.	+	0	0	93	0.0000000
U00096.3	6316	6397	pORF+	.	+	0	0	81	0.0000000
U00096.3	6324	6378	pORF+	.	+	0	0	54	0.0000000
U00096.3	6351	6378	pORF+	.	+	0	0	27	0.0000000
U00096.3	6360	6378	pORF+	.	+	0	0	18	0.0000000
U00096.3	6363	6378	pORF+	.	+	0	0	15	0.0000000
U00096.3	6370	6397	pORF+	.	+	0	0	27	0.0000000
U00096.3	6400	6424	pORF+	.	+	0	0	24	0.0000000
U00096.3	6403	6424	pORF+	.	+	0	0	21	0.0000000
U00096.3	6417	6444	pORF+	.	+	0	0	27	0.0000000
U00096.3	6440	6449	pORF+	.	+	0	0	9	0.0000000
U00096.3	6468	6504	pORF+	.	+	0	0	36	0.0000000
U00096.3	6481	6589	pORF+	.	+	1	1	108	0.0092593
U00096.3	6500	6515	pORF+	.	+	0	0	15	0.0000000
U00096.3	6506	6515	pORF+	.	+	0	0	9	0.0000000
U00096.3	6511	6589	pORF+	.	+	1	1	78	0.0128205
U00096.3	6534	6636	pORF+	.	+	1	1	102	0.0098039
U00096.3	6567	6636	pORF+	.	+	1	1	69	0.0144928
U00096.3	6593	6698	pORF+	.	+	0	0	105	0.0000000
U00096.3	6627	6636	pORF+	.	+	0	0	9	0.0000000
U00096.3	6643	6658	pORF+	.	+	0	0	15	0.0000000
U00096.3	6649	6658	pORF+	.	+	0	0	9	0.0000000
