U00096.3	5058	5142	pORF+	.	+	14	10	84	0.1190476
U00096.3	5076	5142	pORF+	.	+	14	10	66	0.1515152
U00096.3	5097	5142	pORF+	.	+	14	10	45	0.2222222
U00096.3	7651	7777	pORF+	.	+	5	2	126	0.0158730
U00096.3	7930	8002	pORF+	.	+	12	5	72	0.0694444
U00096.3	7936	8002	pORF+	.	+	12	5	66	0.0757576
U00096.3	7957	8002	pORF+	.	+	9	3	45	0.0666667
U00096.3	10203	10299	pORF+	.	+	11	5	96	0.0520833
U00096.3	10285	10363	pORF+	.	+	11	5	78	0.0641026
U00096.3	10289	10385	pORF+	.	+	7	2	96	0.0208333
U00096.3	14103	14151	pORF+	.	+	48	5	48	0.1041667
U00096.3	15355	15394	pORF+	.	+	118	7	39	0.1794872
U00096.3	15372	15432	pORF+	.	+	118	7	60	0.1166667
U00096.3	16725	16773	pORF+	.	+	12	4	48	0.0833333
U00096.3	17470	17485	pORF+	.	+	5	5	15	0.3333333
U00096.3	28347	28371	pORF+	.	+	39	4	24	0.1666667
U00096.3	29206	29350	pORF+	.	+	10	6	144	0.0416667
U00096.3	29211	29226	pORF+	.	+	5	3	15	0.2000000
U00096.3	29214	29226	pORF+	.	+	5	3	12	0.2500000
U00096.3	34098	34167	pORF+	.	+	7	4	69	0.0579710
U00096.3	34101	34167	pORF+	.	+	7	4	66	0.0606061
U00096.3	34138	34159	pORF+	.	+	7	4	21	0.1904762
U00096.3	50304	50325	pORF+	.	+	16	4	21	0.1904762
U00096.3	50331	50466	pORF+	.	+	13	4	135	0.0296296
U00096.3	51598	51733	pORF+	.	+	19	4	135	0.0296296
U00096.3	51617	51719	pORF+	.	+	19	4	102	0.0392157
U00096.3	56370	56502	pORF+	.	+	8	3	132	0.0227273
U00096.3	59286	59334	pORF+	.	+	5	3	48	0.0625000
U00096.3	78803	78851	pORF+	.	+	13	5	48	0.1041667
U00096.3	89352	89487	pORF+	.	+	7	5	135	0.0370370
U00096.3	89385	89487	pORF+	.	+	7	5	102	0.0490196
U00096.3	89388	89487	pORF+	.	+	7	5	99	0.0505050
U00096.3	89400	89487	pORF+	.	+	7	5	87	0.0574713
U00096.3	89418	89487	pORF+	.	+	7	5	69	0.0724638
U00096.3	89421	89487	pORF+	.	+	7	5	66	0.0757576
U00096.3	89427	89487	pORF+	.	+	7	5	60	0.0833333
U00096.3	89465	89492	pORF+	.	+	6	4	27	0.1481481
U00096.3	89477	89492	pORF+	.	+	5	3	15	0.2000000
U00096.3	89536	89626	pORF+	.	+	6	5	90	0.0555556
U00096.3	89589	89619	pORF+	.	+	5	4	30	0.1333333
U00096.3	89599	89626	pORF+	.	+	6	5	27	0.1851852
U00096.3	75523	75643	pORF-	.	-	10	9	120	0.0750000
U00096.3	75523	75640	pORF-	.	-	10	9	117	0.0769231
U00096.3	54714	54753	pORF-	.	-	16	5	39	0.1282051
U00096.3	54714	54750	pORF-	.	-	16	5	36	0.1388889
U00096.3	20737	20806	pORF-	.	-	27	8	69	0.1159420
U00096.3	20737	20803	pORF-	.	-	27	8	66	0.1212121
U00096.3	20664	20793	pORF-	.	-	29	9	129	0.0697674
U00096.3	20536	20590	pORF-	.	-	6	5	54	0.0925926
U00096.3	20536	20581	pORF-	.	-	6	5	45	0.1111111
U00096.3	5440	5563	pORF-	.	-	13	7	123	0.0569106
U00096.3	5440	5551	pORF-	.	-	13	7	111	0.0630631
U00096.3	5440	5524	pORF-	.	-	10	5	84	0.0595238
U00096.3	5440	5521	pORF-	.	-	10	5	81	0.0617284
U00096.3	5440	5506	pORF-	.	-	9	4	66	0.0606061
U00096.3	5440	5497	pORF-	.	-	9	4	57	0.0701754
U00096.3	5440	5494	pORF-	.	-	9	4	54	0.0740741
U00096.3	5440	5488	pORF-	.	-	9	4	48	0.0833333
